ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
l2cache_2, eventSent_Inv, , Accumulator, 1244723355, 0, 17, 17, 17, 1, 1
l2cache_2, eventSent_Put, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, eventSent_Get, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, eventSent_AckMove, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, eventSent_CustomReq, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, eventSent_CustomResp, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, eventSent_CustomAck, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetS_hit, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetS_miss, , Accumulator, 1244723355, 0, 18710, 3156726, 137, 36, 385
l2cache_2, latency_GetS_inv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetX_hit, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetX_miss, , Accumulator, 1244723355, 0, 11474, 3208034, 47, 78, 392
l2cache_2, latency_GetX_inv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetX_upgrade, , Accumulator, 1244723355, 0, 1198, 317794, 5, 158, 379
l2cache_2, latency_GetSX_hit, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetSX_miss, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetSX_inv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_GetSX_upgrade, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_FlushLine, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, latency_FlushLineInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSHit_Arrival, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetXHit_Arrival, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSXHit_Arrival, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSHit_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetXHit_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSXHit_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSMiss_Arrival, , Accumulator, 1244723355, 0, 137, 137, 137, 1, 1
l2cache_2, GetXMiss_Arrival, , Accumulator, 1244723355, 0, 51, 51, 51, 1, 1
l2cache_2, GetSXMiss_Arrival, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSMiss_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetXMiss_Blocked, , Accumulator, 1244723355, 0, 1, 1, 1, 1, 1
l2cache_2, GetSXMiss_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_AckPut_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, evict_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, evict_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, evict_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_GetS_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_GetX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_GetSX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutS_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutS_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutE_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutE_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutE_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutE_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutE_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutE_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutM_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutM_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutM_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutX_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_PutX_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchInvX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchInvX_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchInvX_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchInv_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchInv_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchInv_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_ForceInv_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_ForceInv_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_ForceInv_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchResp_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FetchXResp_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_AckInv_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FlushLine_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, stateEvent_FlushLineInv_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, eventSent_PutE, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, TotalEventsReceived, , Accumulator, 1244723355, 0, 470, 470, 470, 1, 1
l2cache_2, TotalEventsReplayed, , Accumulator, 1244723355, 0, 47, 47, 47, 1, 1
l2cache_2, GetS_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetX_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSX_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSResp_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetXResp_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, CustomReq_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, CustomResp_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, CustomAck_uncache_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, NULLCMD_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetS_recv, , Accumulator, 1244723355, 0, 137, 137, 137, 1, 1
l2cache_2, GetX_recv, , Accumulator, 1244723355, 0, 52, 52, 52, 1, 1
l2cache_2, GetSX_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, FlushLine_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, FlushLineInv_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, GetSResp_recv, , Accumulator, 1244723355, 0, 137, 137, 137, 1, 1
l2cache_2, GetXResp_recv, , Accumulator, 1244723355, 0, 52, 52, 52, 1, 1
l2cache_2, FlushLineResp_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, PutS_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, PutM_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, PutE_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, PutX_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, Inv_recv, , Accumulator, 1244723355, 0, 17, 17, 17, 1, 1
l2cache_2, ForceInv_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, Fetch_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, FetchInv_recv, , Accumulator, 1244723355, 0, 4, 4, 4, 1, 1
l2cache_2, FetchInvX_recv, , Accumulator, 1244723355, 0, 25, 25, 25, 1, 1
l2cache_2, FetchResp_recv, , Accumulator, 1244723355, 0, 4, 4, 4, 1, 1
l2cache_2, FetchXResp_recv, , Accumulator, 1244723355, 0, 25, 25, 25, 1, 1
l2cache_2, NACK_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, AckInv_recv, , Accumulator, 1244723355, 0, 17, 17, 17, 1, 1
l2cache_2, AckPut_recv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l2cache_2, MSHR_occupancy, , Accumulator, 1244723355, 0, 31505, 184745, 2861433, 0, 12
l2cache_2, Bank_conflicts, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, packet_latency, , Accumulator, 1244723355, 0, 7303, 121187, 633, 2, 31
l3cache0, send_bit_count, , Accumulator, 1244723355, 0, 194944, 102424576, 606, 64, 576
l3cache0, output_port_stalls, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, idle_time, , Accumulator, 1244723355, 0, 1191870339, 45972256100440239, 597, 164, 136968744
l3cache0, evict_I, , Accumulator, 1244723355, 0, 238, 238, 238, 1, 1
l3cache0, evict_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_IM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_SM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_SInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_SBInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetS_I, , Accumulator, 1244723355, 0, 145, 145, 145, 1, 1
l3cache0, stateEvent_GetS_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetS_M, , Accumulator, 1244723355, 0, 41, 41, 41, 1, 1
l3cache0, stateEvent_GetX_I, , Accumulator, 1244723355, 0, 94, 94, 94, 1, 1
l3cache0, stateEvent_GetX_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetX_M, , Accumulator, 1244723355, 0, 20, 20, 20, 1, 1
l3cache0, stateEvent_GetSX_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetSX_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetSX_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetSResp_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetXResp_IS, , Accumulator, 1244723355, 0, 145, 145, 145, 1, 1
l3cache0, stateEvent_GetXResp_IM, , Accumulator, 1244723355, 0, 94, 94, 94, 1, 1
l3cache0, stateEvent_GetXResp_SM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetXResp_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_SInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_SBInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutM_M, , Accumulator, 1244723355, 0, 6, 6, 6, 1, 1
l3cache0, stateEvent_PutM_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutM_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutX_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutX_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutX_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_IM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_SM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Inv_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_IM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_IM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_SM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_SInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_Fetch_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_IM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_SM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInv_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_IS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_IM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_SM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_SInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_ForceInv_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchResp_MInv, , Accumulator, 1244723355, 0, 22, 22, 22, 1, 1
l3cache0, stateEvent_FetchXResp_MInvX, , Accumulator, 1244723355, 0, 38, 38, 38, 1, 1
l3cache0, stateEvent_AckInv_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_AckInv_SInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_AckInv_SMInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_AckInv_SBInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLine_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLine_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLine_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLineInv_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLineInv_S, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLineInv_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLineResp_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLineResp_IB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FlushLineResp_SB, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_GetS, , Accumulator, 1244723355, 0, 145, 145, 145, 1, 1
l3cache0, eventSent_GetX, , Accumulator, 1244723355, 0, 94, 94, 94, 1, 1
l3cache0, eventSent_GetSX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_PutS, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_PutM, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_FlushLine, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_FlushLineInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_FetchResp, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_FetchXResp, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_AckInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_NACK, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_GetSResp, , Accumulator, 1244723355, 0, 43, 43, 43, 1, 1
l3cache0, eventSent_GetXResp, , Accumulator, 1244723355, 0, 262, 262, 262, 1, 1
l3cache0, eventSent_FlushLineResp, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_Fetch, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_FetchInv, , Accumulator, 1244723355, 0, 22, 22, 22, 1, 1
l3cache0, eventSent_ForceInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_FetchInvX, , Accumulator, 1244723355, 0, 40, 40, 40, 1, 1
l3cache0, eventSent_Inv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_Put, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_Get, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_AckMove, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_CustomReq, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_CustomResp, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, eventSent_CustomAck, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_GetS_hit, , Accumulator, 1244723355, 0, 28, 196, 4, 7, 7
l3cache0, latency_GetS_miss, , Accumulator, 1244723355, 0, 25024, 4456836, 145, 133, 226
l3cache0, latency_GetS_inv, , Accumulator, 1244723355, 0, 2584, 206280, 40, 41, 156
l3cache0, latency_GetX_hit, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_GetX_miss, , Accumulator, 1244723355, 0, 16784, 3098966, 94, 133, 237
l3cache0, latency_GetX_inv, , Accumulator, 1244723355, 0, 1782, 242790, 22, 43, 304
l3cache0, latency_GetX_upgrade, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_GetSX_hit, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_GetSX_miss, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_GetSX_inv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_GetSX_upgrade, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_FlushLine, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, latency_FlushLineInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetSHit_Arrival, , Accumulator, 1244723355, 0, 44, 44, 44, 1, 1
l3cache0, GetXHit_Arrival, , Accumulator, 1244723355, 0, 20, 20, 20, 1, 1
l3cache0, GetSXHit_Arrival, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetSHit_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetXHit_Blocked, , Accumulator, 1244723355, 0, 2, 2, 2, 1, 1
l3cache0, GetSXHit_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetSMiss_Arrival, , Accumulator, 1244723355, 0, 145, 145, 145, 1, 1
l3cache0, GetXMiss_Arrival, , Accumulator, 1244723355, 0, 94, 94, 94, 1, 1
l3cache0, GetSXMiss_Arrival, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetSMiss_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetXMiss_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, GetSXMiss_Blocked, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_AckPut_I, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, evict_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_GetS_E, , Accumulator, 1244723355, 0, 3, 3, 3, 1, 1
l3cache0, stateEvent_GetX_E, , Accumulator, 1244723355, 0, 2, 2, 2, 1, 1
l3cache0, stateEvent_GetSX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutS_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutE_E, , Accumulator, 1244723355, 0, 21, 21, 21, 1, 1
l3cache0, stateEvent_PutE_M, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutE_MInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutE_MInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutE_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutE_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutM_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutM_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutM_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutX_EInv, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_PutX_EInvX, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
l3cache0, stateEvent_FetchInvX_E, , Accumulator, 1244723355, 0, 0, 0, 0, 0, 0
